Newcastle City Council Invoices over £250 paid in June 2015,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618317,Revenue,1RB17,Equal Pay,7999.67,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618318,Revenue,1RB17,Equal Pay,6704.24,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618319,Revenue,1RB17,Equal Pay,7573.93,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618320,Revenue,1RB17,Equal Pay,1822.56,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618321,Revenue,1RB17,Equal Pay,1135.21,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618322,Revenue,1RB17,Equal Pay,315.02,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618323,Revenue,1RB17,Equal Pay,2808.41,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618324,Revenue,1RB17,Equal Pay,4667.42,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618325,Revenue,1RB17,Equal Pay,4916.36,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618326,Revenue,1RB17,Equal Pay,10205.67,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618327,Revenue,1RB17,Equal Pay,4832.14,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618328,Revenue,1RB17,Equal Pay,2306.72,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618329,Revenue,1RB17,Equal Pay,7306.18,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618330,Revenue,1RB17,Equal Pay,13582.56,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618331,Revenue,1RB17,Equal Pay,4585.31,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618332,Revenue,1RB17,Equal Pay,1350.81,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618333,Revenue,1RB17,Equal Pay,14802.46,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618334,Revenue,1RB17,Equal Pay,1085.82,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618335,Revenue,1RB17,Equal Pay,4905.26,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618336,Revenue,1RB17,Equal Pay,5334.25,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618337,Revenue,1RB17,Equal Pay,3866.21,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618338,Revenue,1RB17,Equal Pay,4293.1,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618339,Revenue,1RB17,Equal Pay,4020.23,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618340,Revenue,1RB17,Equal Pay,3500.28,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618341,Revenue,1RB17,Equal Pay,7844.68,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618342,Revenue,1RB17,Equal Pay,4832.14,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618343,Revenue,1RB17,Equal Pay,6836.17,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618344,Revenue,1RB17,Equal Pay,8850.59,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618345,Revenue,1RB17,Equal Pay,12080.17,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618346,Revenue,1RB17,Equal Pay,18012.63,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618347,Revenue,1RB17,Equal Pay,11277.39,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618348,Revenue,1RB17,Equal Pay,18584.57,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618349,Revenue,1RB17,Equal Pay,8742.46,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618350,Revenue,1RB17,Equal Pay,3613.85,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618351,Revenue,1RB17,Equal Pay,5148.4,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,05/06/2015,MISCO,6563871,Revenue,1DE50,i6- Charlotte Square NEC,261,
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,05/06/2015,MISCO,6559283,Revenue,1V204,Car Parking Infrastructure,282.74,
Adult and Culture,Social Services                        ,Supplies & Services,10/06/2015,MOBILE B2B PARTNERS,6606100,Revenue,1MX06,Community Reablement,909.82,
HRA,HRA IT/Ngate               ,Supplies & Services,26/06/2015,MOBYSOFT LIMITED,6601305,Revenue,1HC03,HRA ICT Projects,2400,
Children's Services,Invoice,Supplies & Services,19/06/2015,MOLSON COORS BREWING COMPANY,6599114,Revenue,1KF07,Banqueting Suite,1023.91,
Children's Services,Invoice,Supplies & Services,19/06/2015,MOLSON COORS BREWING COMPANY,6599115,Revenue,1KF07,Banqueting Suite,3231.75,
Environment & Regeneration,Cityworks City Hall        ,Supplies & Services,19/06/2015,MOLSON COORS BREWING COMPANY,6594598,Revenue,1KL3A,City Hall,1446.26,
Environment & Regeneration,Cityworks City Hall        ,Supplies & Services,19/06/2015,MOLSON COORS BREWING COMPANY,6607900,Revenue,1KL3A,City Hall,2593.35,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,MOMENTUM,6604357,Revenue,1MH50,Home Care PD,381.92,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,MOMENTUM,6604358,Revenue,1MH50,Home Care PD,295.68,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,MOMENTUM,6604359,Revenue,1MH50,Home Care PD,874.72,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,MOMENTUM,6604360,Revenue,1MH50,Home Care PD,394.24,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,MOMENTUM,6604361,Revenue,1MH50,Home Care PD,1330.56,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,MOMENTUM,6604363,Revenue,1MH50,Home Care PD,394.24,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,MOMENTUM,6604364,Revenue,1MG50,Home Care-Spot Purchased OP,683.76,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,MOMENTUM,6604365,Revenue,1MH50,Home Care PD,1309,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,MOMENTUM,6604367,Revenue,1MG50,Home Care-Spot Purchased OP,295.68,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,MOMENTUM,6604368,Revenue,1MH50,Home Care PD,800.8,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,MOMENTUM,6604369,Revenue,1MH50,Home Care PD,1484.56,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,MOMENTUM,6604370,Revenue,1MG50,Home Care-Spot Purchased OP,603.68,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,MOMENTUM,6604371,Revenue,1MH50,Home Care PD,554.4,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,MOMENTUM,6604372,Revenue,1MH50,Home Care PD,332.64,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,MOMENTUM,6604373,Revenue,1MH50,Home Care PD,295.68,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,MOMENTUM,6604375,Revenue,1MH50,Home Care PD,677.6,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,MOMENTUM,6604377,Revenue,1MG50,Home Care-Spot Purchased OP,271.04,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,MOMENTUM,6604379,Revenue,1MH50,Home Care PD,443.52,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/06/2015,MOMENTUM,6618416,Revenue,1MH50,Home Care PD,379.88,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/06/2015,MOMENTUM,6618417,Revenue,1MG50,Home Care-Spot Purchased OP,288.08,
Adult and Culture,Social Services                        ,Third Party Payments,42180,MOMENTUM SKILLS,6621349,Revenue,1MH90,VSC Commissioning PD,8000,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,15/06/2015,MONEYWISE NEWCASTLE CREDIT UNION LTD,6609757,Revenue,1KN30,Blakelaw Ward,363,
Adult and Culture,Adult Serv Apprenticeship Plus   ,Supplies & Services,42163,MONKSEATON MEDICAL GROUP,6603352,Revenue,1EA15,Newcastle City Learning Main,3000,
HRA,HRA Income                 ,Supplies & Services,02/06/2015,MOORCROFT DEBT RECOVERY LIMITED,6599207,Revenue,1HESD,Sundry Debt,276.85,
Children's Services,Invoice,Supplies & Services,02/06/2015,MOORES FURNITURE GROUP LTD,6597318,Revenue,1KM1E,Voids 2.5 East,612,
Children's Services,Invoice,Supplies & Services,02/06/2015,MOORES FURNITURE GROUP LTD,6597337,Revenue,1KM1C,Voids 2.5 Central,431.95,
Children's Services,Invoice,Supplies & Services,02/06/2015,MOORES FURNITURE GROUP LTD,6597338,Revenue,1KM1C,Voids 2.5 Central,294.56,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/06/2015,MOORFIELD HOUSE,6598765,Revenue,1MG10,Nursing Care OP,-4978.2,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/06/2015,MOORFIELD HOUSE,6598765,Revenue,1MG20,Residential Care OP,-2286.8,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/06/2015,MOORFIELD HOUSE,6625091,Revenue,1MG10,Nursing Care OP,-4978.2,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/06/2015,MOORFIELD HOUSE,6625091,Revenue,1MG20,Residential Care OP,-2286.8,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/06/2015,MOORFIELD HOUSE,6625092,Revenue,1MG20,Residential Care OP,-2433.82,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/06/2015,MOORFIELD HOUSE,6598765,Revenue,1MG10,Nursing Care OP,28468.48,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/06/2015,MOORFIELD HOUSE,6598765,Revenue,1MG20,Residential Care OP,3774.08,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/06/2015,MOORFIELD HOUSE,6598951,Revenue,1MG10,Nursing Care OP,1792,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/06/2015,MOORFIELD HOUSE,6625091,Revenue,1MG10,Nursing Care OP,28468.48,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/06/2015,MOORFIELD HOUSE,6625091,Revenue,1MG20,Residential Care OP,3774.08,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/06/2015,MOORFIELD HOUSE,6625092,Revenue,1MG20,Residential Care OP,4582.81,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/06/2015,MOORFIELD HOUSE,6625241,Revenue,1MG10,Nursing Care OP,2912,
Adult and Culture,Social Services                        ,Third Party Payments,42170,MORROW PHARMACY LTD,6609370,Revenue,1ML09,PH - Drugs and alcohol,175,
Adult and Culture,Social Services                        ,Third Party Payments,42170,MORROW PHARMACY LTD,6609370,Revenue,1ML11,PH - Smoking & Tobacco,3483.34,
Adult and Culture,Social Services                        ,Third Party Payments,42170,MORROW PHARMACY LTD,6609370,Revenue,1ML10,PH - Sexual health -C'ception,60.8,
Chief Executive's,CD - Economic Development        ,Capital Expenditure,25/06/2015,MOTT MACDONALD UK LTD,6621642,Capital,2N401,Capital General,7400,
Chief Executive's,CD - Revenues & Benefits         ,Supplies & Services,15/06/2015,MOUCHEL MANAGEMENT CONSULTING LTD,6594915,Revenue,1CR01,Revenues & Benefits Managemnt,1325,
Chief Executive's,CD - Revenues & Benefits         ,Supplies & Services,17/06/2015,MOUCHEL MANAGEMENT CONSULTING LTD,6613017,Revenue,1CR01,Revenues & Benefits Managemnt,1325,
Children's Services,Invoice,Supplies & Services,10/06/2015,MOULD GROWTH CONSULTANTS LTD,6605880,Revenue,3KIMB,Avison Street Stock Account,640.2,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,29/06/2015,MOULD GROWTH CONSULTANTS LTD,6622711,Revenue,1KB40,Citybuild Stores O/H,33.5,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,24/06/2015,MURRAY HOUSE COMMUNITY RECREATION CENTRE,6620442,Revenue,1KN23,Westgate Ward,2268.5,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,10/06/2015,MURRAY SERVICES LTD,6606352,Revenue,1KB40,Citybuild Stores O/H,829,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,10/06/2015,MURRAY SERVICES LTD,6606353,Revenue,1KB40,Citybuild Stores O/H,547,
Children's Services,Childrens Services Support       ,Supplies & Services,01/06/2015,MYLETS,6594858,Revenue,1MN20,Asy Seekers Families,545,
Children's Services,Childrens Services Support       ,Supplies & Services,18/06/2015,MYLETS,6613551,Revenue,1MN20,Asy Seekers Families,545,
Environment & Regeneration,EEC U/Design               ,Capital Expenditure,29/06/2015,MYRIAD,6618197,Capital,2DP02,Devt Capital CC,4990,
Chief Executive's,CD - Finance & Resources NOR           ,Premises,03/06/2015,N POWER NORTHERN LTD,6588153,Revenue,1V075,Guildhall,324.92,
Chief Executive's,CD - Finance & Resources NOR           ,Premises,03/06/2015,N POWER NORTHERN LTD,6591424,Revenue,1DQ8D,S&M Great North Rd,690.03,
Chief Executive's,CD - Finance & Resources NOR           ,Premises,03/06/2015,N POWER NORTHERN LTD,6591430,Revenue,1V075,Guildhall,407.16,
Chief Executive's,CD - Finance & Resources NOR           ,Premises,24/06/2015,N POWER NORTHERN LTD,6620528,Revenue,1DZ19,Corner Shops,467.01,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Premises,01/06/2015,N POWER NORTHERN LTD,6595336,Revenue,1DE48,i8 - Lynwood NEC,936.17,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Premises,01/06/2015,N POWER NORTHERN LTD,6595365,Revenue,1DE49,i4- Quayside NEC,1768,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Premises,01/06/2015,N POWER NORTHERN LTD,6597183,Revenue,1DE46,i2- Byker NEC,1230.07,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1DR03,Grainger Market,552.92,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1E31B,PFI Full Services,2067.88,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1EEE1,East CC Central Costs,62.64,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1EM10,Youth offending Team,727.54,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1HP01,Comm. Centres - Citywide,911.6,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1HR01,HRA Comm Areas-Citywide,25815.13,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1KBAA,Building Contracts,256.9,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1KEAT,Hortic Services Overhead,5.13,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1KELA,Traffic Sig General O/H,129.56,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1KEWC,Condercum Road Depot,1305.84,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1KEWQ,Sandhills Depot,159.71,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1KF08,Gosforth Civic Hall,439.86,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1MC41,Bedeburn Short Break Unit,654.6,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1MG25,Connie Lewcock House OP,1421.55,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1MG26,Byker Lodge Resource Centre OP,1328.34,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1MP12,MESMAC,556.14,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1MW03,Capabilities,414.99,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1MX01,Welford Resource Centre LD,997.35,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1V073,Historic Monumnets,16.64,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1FRAE,Shieldfield,2163.11,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1VH07,Byker Trust Heating Costs,3234.86,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1DZ05,Cruddas Park Shops,19.25,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1KL60,Parks - Premises Costs,4141.81,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1DV05,Jesmond Road offices,214.35,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1DQ99,S&M Management,179.74,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1MK21,Castle Dene Resource Centre LD,769.27,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1KEYV,Carbon Management Programme,383.27,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1V114,Eldon Gardens Multi Storey,3339.04,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1EA04,Heaton ASB,678,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1KEMF,Street Lighting PFI,202.51,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1KL41,West Denton Comm Assoc,976.46,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1HK01,HRA Comm Care Alarms-Citywide,9.85,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1HL01,HRA Concierge-Citywide,798.07,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1DV01,1 Charlotte Square,136.11,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1HGB4,G.H - OAP Bungalows - GEN,3094.84,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1DQ98,S&M Pendower Hall,19.25,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1HGA3,D.H - Cruddas Park,22.84,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1DQ8D,S&M Great North Rd,53.83,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1DQ9Q,S&M Gosforth SS,62.42,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1EJ63,Denton Burn Branch Library,131.42,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1DQ8M,S&M Brian Roycroft,90.38,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1HRPV,HRA Photovoltaic,363.71,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1EPYH,Mill Lane Youth Centre,52.78,
Chief Executive's,Utilities - NCC                        ,Premises,22/06/2015,N POWER NORTHERN LTD,6612520,Revenue,1HHT4,Tenancy Services WE,535.61,
