Newcastle City Council Invoices over £250 paid in June 2015,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618118,Revenue,1RB17,Equal Pay,9781.85,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618119,Revenue,1RB17,Equal Pay,10057.77,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618120,Revenue,1RB17,Equal Pay,4411.9,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618121,Revenue,1RB17,Equal Pay,9603.46,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618122,Revenue,1RB17,Equal Pay,13406.64,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618123,Revenue,1RB17,Equal Pay,3699.19,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618124,Revenue,1RB17,Equal Pay,1214.21,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618125,Revenue,1RB17,Equal Pay,3523.4,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618126,Revenue,1RB17,Equal Pay,11653.67,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618127,Revenue,1RB17,Equal Pay,6243.35,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618128,Revenue,1RB17,Equal Pay,10816.87,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618129,Revenue,1RB17,Equal Pay,5418.39,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618130,Revenue,1RB17,Equal Pay,12266.73,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618131,Revenue,1RB17,Equal Pay,11697.71,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618132,Revenue,1RB17,Equal Pay,10429.34,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618133,Revenue,1RB17,Equal Pay,10485.25,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618134,Revenue,1RB17,Equal Pay,10331.85,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618135,Revenue,1RB17,Equal Pay,10331.85,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618136,Revenue,1RB17,Equal Pay,5555.32,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618137,Revenue,1RB17,Equal Pay,9091.81,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618138,Revenue,1RB17,Equal Pay,4206.14,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618139,Revenue,1RB17,Equal Pay,5291.48,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618140,Revenue,1RB17,Equal Pay,1175.52,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618141,Revenue,1RB17,Equal Pay,3123.04,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618142,Revenue,1RB17,Equal Pay,5365.34,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618143,Revenue,1RB17,Equal Pay,1143.55,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618144,Revenue,1RB17,Equal Pay,692.71,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618145,Revenue,1RB17,Equal Pay,10681.11,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618146,Revenue,1RB17,Equal Pay,12266.73,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618147,Revenue,1RB17,Equal Pay,1635.58,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618148,Revenue,1RB17,Equal Pay,7670.05,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618149,Revenue,1RB17,Equal Pay,10331.85,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618150,Revenue,1RB17,Equal Pay,4329.18,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618151,Revenue,1RB17,Equal Pay,4637.68,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618152,Revenue,1RB17,Equal Pay,1720.51,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618153,Revenue,1RB17,Equal Pay,11446.56,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618154,Revenue,1RB17,Equal Pay,15172.45,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618155,Revenue,1RB17,Equal Pay,9014.1,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618156,Revenue,1RB17,Equal Pay,9519.85,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618157,Revenue,1RB17,Equal Pay,4846.82,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618158,Revenue,1RB17,Equal Pay,9158.78,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618159,Revenue,1RB17,Equal Pay,4860.34,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618160,Revenue,1RB17,Equal Pay,3286.61,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618161,Revenue,1RB17,Equal Pay,11124.68,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618162,Revenue,1RB17,Equal Pay,8366.35,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618163,Revenue,1RB17,Equal Pay,4913.89,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618164,Revenue,1RB17,Equal Pay,11685.38,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618165,Revenue,1RB17,Equal Pay,1706.54,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618166,Revenue,1RB17,Equal Pay,5284.79,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618167,Revenue,1RB17,Equal Pay,4692.03,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618168,Revenue,1RB17,Equal Pay,7366.43,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618169,Revenue,1RB17,Equal Pay,11744.33,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618170,Revenue,1RB17,Equal Pay,9992.54,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618171,Revenue,1RB17,Equal Pay,4899.79,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618172,Revenue,1RB17,Equal Pay,9745.63,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618173,Revenue,1RB17,Equal Pay,4644.13,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618174,Revenue,1RB17,Equal Pay,13512.68,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618175,Revenue,1RB17,Equal Pay,13205.23,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618176,Revenue,1RB17,Equal Pay,13205.23,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618177,Revenue,1RB17,Equal Pay,13192.02,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618178,Revenue,1RB17,Equal Pay,9660.84,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618179,Revenue,1RB17,Equal Pay,1500.75,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618180,Revenue,1RB17,Equal Pay,13165.62,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618181,Revenue,1RB17,Equal Pay,9817.55,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618182,Revenue,1RB17,Equal Pay,6610.64,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618183,Revenue,1RB17,Equal Pay,10877.2,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618184,Revenue,1RB17,Equal Pay,11066.46,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618185,Revenue,1RB17,Equal Pay,13424.34,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618186,Revenue,1RB17,Equal Pay,13569.91,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618187,Revenue,1RB17,Equal Pay,13569.91,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618188,Revenue,1RB17,Equal Pay,13113.25,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618189,Revenue,1RB17,Equal Pay,10258.09,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618190,Revenue,1RB17,Equal Pay,9817.55,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618191,Revenue,1RB17,Equal Pay,9983.93,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618192,Revenue,1RB17,Equal Pay,9702.47,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618193,Revenue,1RB17,Equal Pay,9983.93,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618194,Revenue,1RB17,Equal Pay,9983.93,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618195,Revenue,1RB17,Equal Pay,8457.31,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618196,Revenue,1RB17,Equal Pay,10439.28,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618199,Revenue,1RB17,Equal Pay,9702.47,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618200,Revenue,1RB17,Equal Pay,9702.47,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618201,Revenue,1RB17,Equal Pay,9563.34,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618202,Revenue,1RB17,Equal Pay,5074.68,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618203,Revenue,1RB17,Equal Pay,10920,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618204,Revenue,1RB17,Equal Pay,7533.1,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618205,Revenue,1RB17,Equal Pay,10466.01,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618206,Revenue,1RB17,Equal Pay,10428.01,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618207,Revenue,1RB17,Equal Pay,13553.36,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618208,Revenue,1RB17,Equal Pay,13093.52,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618209,Revenue,1RB17,Equal Pay,1165.17,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618210,Revenue,1RB17,Equal Pay,1165.16,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618211,Revenue,1RB17,Equal Pay,7207.27,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618212,Revenue,1RB17,Equal Pay,9694.26,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618213,Revenue,1RB17,Equal Pay,9694.26,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618214,Revenue,1RB17,Equal Pay,10141,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618215,Revenue,1RB17,Equal Pay,5249.28,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618216,Revenue,1RB17,Equal Pay,1568.62,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618217,Revenue,1RB17,Equal Pay,4743.92,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618218,Revenue,1RB17,Equal Pay,9040.63,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618219,Revenue,1RB17,Equal Pay,13333.35,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618220,Revenue,1RB17,Equal Pay,9665.54,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618221,Revenue,1RB17,Equal Pay,9470.16,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618222,Revenue,1RB17,Equal Pay,8470.78,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618223,Revenue,1RB17,Equal Pay,4017.49,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618224,Revenue,1RB17,Equal Pay,7403.92,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618225,Revenue,1RB17,Equal Pay,9857.21,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618226,Revenue,1RB17,Equal Pay,9790.13,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618227,Revenue,1RB17,Equal Pay,10078.81,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618228,Revenue,1RB17,Equal Pay,10150.84,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618229,Revenue,1RB17,Equal Pay,7061.25,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618230,Revenue,1RB17,Equal Pay,9598,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618231,Revenue,1RB17,Equal Pay,10057.77,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618232,Revenue,1RB17,Equal Pay,1440.36,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618233,Revenue,1RB17,Equal Pay,1643.76,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618234,Revenue,1RB17,Equal Pay,347.8,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618235,Revenue,1RB17,Equal Pay,695.61,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618236,Revenue,1RB17,Equal Pay,3907.16,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618237,Revenue,1RB17,Equal Pay,7288.26,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618238,Revenue,1RB17,Equal Pay,3513.79,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618239,Revenue,1RB17,Equal Pay,9498.58,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618240,Revenue,1RB17,Equal Pay,2169.69,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618241,Revenue,1RB17,Equal Pay,9575.82,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618242,Revenue,1RB17,Equal Pay,8911.28,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618243,Revenue,1RB17,Equal Pay,8315.67,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618244,Revenue,1RB17,Equal Pay,2844.09,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618245,Revenue,1RB17,Equal Pay,8892.2,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618246,Revenue,1RB17,Equal Pay,8988.74,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618247,Revenue,1RB17,Equal Pay,9350.92,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618248,Revenue,1RB17,Equal Pay,9777.56,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618249,Revenue,1RB17,Equal Pay,8858.73,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618250,Revenue,1RB17,Equal Pay,3773.66,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618251,Revenue,1RB17,Equal Pay,3449.98,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618252,Revenue,1RB17,Equal Pay,8809.49,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618253,Revenue,1RB17,Equal Pay,8922.06,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618254,Revenue,1RB17,Equal Pay,5884.12,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618255,Revenue,1RB17,Equal Pay,5923.11,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618256,Revenue,1RB17,Equal Pay,7778.09,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618257,Revenue,1RB17,Equal Pay,8257.77,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618258,Revenue,1RB17,Equal Pay,3722.51,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618259,Revenue,1RB17,Equal Pay,655.94,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618260,Revenue,1RB17,Equal Pay,7334.68,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618261,Revenue,1RB17,Equal Pay,6828.08,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618262,Revenue,1RB17,Equal Pay,4618.56,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618263,Revenue,1RB17,Equal Pay,4517.39,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618264,Revenue,1RB17,Equal Pay,4756.35,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618265,Revenue,1RB17,Equal Pay,5698.78,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618266,Revenue,1RB17,Equal Pay,4090.19,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618267,Revenue,1RB17,Equal Pay,6572.92,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618268,Revenue,1RB17,Equal Pay,6745.48,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618269,Revenue,1RB17,Equal Pay,1594.26,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618270,Revenue,1RB17,Equal Pay,2846.68,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618271,Revenue,1RB17,Equal Pay,2317.13,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618272,Revenue,1RB17,Equal Pay,2766.72,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618273,Revenue,1RB17,Equal Pay,1192.88,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618274,Revenue,1RB17,Equal Pay,6302.67,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618275,Revenue,1RB17,Equal Pay,6237.16,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618276,Revenue,1RB17,Equal Pay,5493.94,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618277,Revenue,1RB17,Equal Pay,5071.49,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618278,Revenue,1RB17,Equal Pay,2373.08,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618279,Revenue,1RB17,Equal Pay,2217.28,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618280,Revenue,1RB17,Equal Pay,5141.52,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618281,Revenue,1RB17,Equal Pay,1768.8,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618282,Revenue,1RB17,Equal Pay,4495.31,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618283,Revenue,1RB17,Equal Pay,2528.31,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618284,Revenue,1RB17,Equal Pay,2509.94,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618285,Revenue,1RB17,Equal Pay,2446.87,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618286,Revenue,1RB17,Equal Pay,394.36,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618287,Revenue,1RB17,Equal Pay,7162.7,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618288,Revenue,1RB17,Equal Pay,3734.78,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618289,Revenue,1RB17,Equal Pay,9111.91,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618290,Revenue,1RB17,Equal Pay,2452.34,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618291,Revenue,1RB17,Equal Pay,10589.57,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618292,Revenue,1RB17,Equal Pay,3822.37,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618293,Revenue,1RB17,Equal Pay,5333.39,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618294,Revenue,1RB17,Equal Pay,18870.2,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618295,Revenue,1RB17,Equal Pay,4718.91,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618296,Revenue,1RB17,Equal Pay,2809.32,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618297,Revenue,1RB17,Equal Pay,7989.79,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618298,Revenue,1RB17,Equal Pay,10144.44,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618302,Revenue,1RB17,Equal Pay,10315.3,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618303,Revenue,1RB17,Equal Pay,10478.56,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618305,Revenue,1RB17,Equal Pay,3957.55,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618306,Revenue,1RB17,Equal Pay,6131.85,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618307,Revenue,1RB17,Equal Pay,6715.52,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618308,Revenue,1RB17,Equal Pay,2024.19,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618309,Revenue,1RB17,Equal Pay,11089.06,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618310,Revenue,1RB17,Equal Pay,7573.93,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618311,Revenue,1RB17,Equal Pay,6800.13,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618312,Revenue,1RB17,Equal Pay,2438.72,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618313,Revenue,1RB17,Equal Pay,2012.23,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618314,Revenue,1RB17,Equal Pay,2554.49,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618315,Revenue,1RB17,Equal Pay,8563.73,
Adult and Culture,Housing Payments,Employees,42178,MISCELLANEOUS PAYMENTS RETAINED,6618316,Revenue,1RB17,Equal Pay,6704.24,
