Created as New Dataset,Sample 022 By Administrator Date Saturday, February 11 2017
cm-1,%T
907.00,92.30
906.00,92.33
905.00,92.36
904.00,92.39
903.00,92.42
902.00,92.42
901.00,92.43
900.00,92.44
899.00,92.46
898.00,92.46
897.00,92.45
896.00,92.44
895.00,92.42
894.00,92.37
893.00,92.30
892.00,92.21
891.00,92.06
890.00,91.77
889.00,91.21
888.00,90.20
887.00,88.54
886.00,86.16
885.00,83.23
884.00,80.06
883.00,76.84
882.00,73.62
881.00,70.31
880.00,66.90
879.00,63.50
878.00,60.35
877.00,57.68
876.00,55.69
875.00,54.52
874.00,54.28
873.00,55.04
872.00,56.84
871.00,59.52
870.00,62.76
869.00,66.18
868.00,69.44
867.00,72.32
866.00,74.77
865.00,76.82
864.00,78.56
863.00,80.06
862.00,81.34
861.00,82.44
860.00,83.38
859.00,84.17
858.00,84.83
857.00,85.39
856.00,85.87
855.00,86.27
854.00,86.59
853.00,86.83
852.00,86.95
851.00,86.82
850.00,86.39
849.00,85.83
848.00,85.46
847.00,85.47
846.00,85.78
845.00,86.13
844.00,86.34
843.00,86.34
842.00,86.20
841.00,85.99
840.00,85.74
839.00,85.47
838.00,85.15
837.00,84.82
836.00,84.49
835.00,84.17
834.00,83.89
833.00,83.65
832.00,83.47
831.00,83.38
830.00,83.36
829.00,83.42
828.00,83.56
827.00,83.75
826.00,83.96
825.00,84.21
824.00,84.48
823.00,84.75
822.00,84.99
821.00,85.19
820.00,85.38
819.00,85.55
818.00,85.68
817.00,85.78
816.00,85.86
815.00,85.91
814.00,85.94
813.00,85.95
812.00,85.95
811.00,85.95
810.00,85.94
809.00,85.93
808.00,85.94
807.00,85.95
806.00,85.96
805.00,85.98
804.00,86.02
803.00,86.07
802.00,86.14
801.00,86.21
800.00,86.30
799.00,86.38
798.00,86.43
797.00,86.47
796.00,86.54
795.00,86.63
794.00,86.70
793.00,86.75
792.00,86.77
791.00,86.77
790.00,86.72
789.00,86.66
788.00,86.59
787.00,86.49
786.00,86.34
785.00,86.17
784.00,85.99
783.00,85.81
782.00,85.68
781.00,85.64
780.00,85.71
779.00,85.88
778.00,86.11
777.00,86.38
776.00,86.65
775.00,86.88
774.00,87.04
773.00,87.15
772.00,87.23
771.00,87.28
770.00,87.30
769.00,87.30
768.00,87.30
767.00,87.27
766.00,87.23
765.00,87.19
764.00,87.17
763.00,87.16
762.00,87.14
761.00,87.14
760.00,87.17
759.00,87.21
758.00,87.22
757.00,87.23
756.00,87.25
755.00,87.28
754.00,87.34
753.00,87.41
752.00,87.48
751.00,87.54
750.00,87.60
749.00,87.69
748.00,87.81
747.00,87.92
746.00,87.98
745.00,88.03
744.00,88.07
743.00,88.10
742.00,88.11
741.00,88.10
740.00,88.10
739.00,88.10
738.00,88.08
737.00,88.07
736.00,88.07
735.00,88.06
734.00,88.01
733.00,87.96
732.00,87.92
731.00,87.89
730.00,87.86
729.00,87.86
728.00,87.89
727.00,87.95
726.00,88.01
725.00,88.07
724.00,88.10
723.00,88.07
722.00,87.94
721.00,87.70
720.00,87.27
719.00,86.53
718.00,85.31
717.00,83.40
716.00,80.63
715.00,77.15
714.00,73.68
713.00,71.39
712.00,71.15
711.00,72.91
710.00,75.76
709.00,78.64
708.00,80.90
707.00,82.44
706.00,83.44
705.00,84.12
704.00,84.64
703.00,85.04
702.00,85.34
701.00,85.55
700.00,85.71
699.00,85.85
698.00,85.95
697.00,86.02
696.00,86.10
695.00,86.17
694.00,86.22
693.00,86.26
692.00,86.28
691.00,86.30
690.00,86.31
689.00,86.30
688.00,86.31
687.00,86.33
686.00,86.32
685.00,86.32
684.00,86.33
683.00,86.33
682.00,86.29
681.00,86.23
680.00,86.20
679.00,86.20
678.00,86.20
677.00,86.20
676.00,86.21
675.00,86.22
674.00,86.21
673.00,86.21
672.00,86.24
671.00,86.30
670.00,86.35
669.00,86.35
668.00,86.27
667.00,86.16
666.00,86.06
665.00,86.00
664.00,85.98
663.00,85.99
662.00,85.98
661.00,85.98
660.00,86.00
659.00,86.01
658.00,85.99
657.00,85.96
656.00,85.95
655.00,85.92
654.00,85.85
653.00,85.79
652.00,85.78
651.00,85.80
650.00,85.79
649.00,85.78
648.00,85.78
647.00,85.77
646.00,85.72
645.00,85.64
644.00,85.59
643.00,85.56
642.00,85.51
641.00,85.49
640.00,85.54
639.00,85.64
638.00,85.72
637.00,85.79
636.00,85.87
635.00,85.94
634.00,85.92
633.00,85.85
632.00,85.83
631.00,85.86
630.00,85.88
629.00,85.90
628.00,85.94
627.00,85.96
626.00,85.93
625.00,85.86
624.00,85.81
623.00,85.73
622.00,85.59
621.00,85.41
620.00,85.26
619.00,85.10
618.00,84.97
617.00,84.98
616.00,85.17
615.00,85.35
614.00,85.32
613.00,85.14
612.00,84.96
611.00,84.85
610.00,84.81
609.00,84.86
608.00,85.00
607.00,85.10
606.00,85.07
605.00,85.04
604.00,85.15
603.00,85.30
602.00,85.36
601.00,85.31
600.00,85.21
599.00,85.05
598.00,84.77
597.00,84.49
596.00,84.34
595.00,84.33
594.00,84.38
593.00,84.47
592.00,84.61
591.00,84.67
590.00,84.58
589.00,84.48
588.00,84.42
587.00,84.29
586.00,84.00
585.00,83.72
584.00,83.66
583.00,83.75
582.00,83.84
581.00,83.96
580.00,84.19
579.00,84.37
578.00,84.31
577.00,84.10
576.00,84.02
575.00,83.99
574.00,83.84
573.00,83.60
572.00,83.46
571.00,83.39
570.00,83.35
569.00,83.54
568.00,84.03
567.00,84.46
566.00,84.37
565.00,83.90
564.00,83.44
563.00,83.13
562.00,82.95
561.00,82.95
560.00,83.17
559.00,83.40
558.00,83.44
557.00,83.40
556.00,83.52
555.00,83.70
554.00,83.65
553.00,83.43
552.00,83.24
551.00,83.12
550.00,83.08
