ENTITY,DATE,EXPENSE AREA ,EXPENSE TYPE,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
HMCS,30-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,CARILLION PLANNED MAINTENANCE,1546816,"£40,825.80"
HMCS,30-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,QUINN LONDON LTD,1547734,"£169,565.62"
HMCS,30-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,DH FATHERS LTD,1546977,"£109,218.29"
HMCS,30-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,DH FATHERS LTD,1546977,"£137,457.37"
HMCS,30-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,DH FATHERS LTD,1546977,"£34,517.75"
HMCS,30-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,DH FATHERS LTD,1546977,"£316,573.56"
HMCS,30-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,ERIC CHARLESWORTH  LTD,1547042,"£45,600.00"
HMCS,30-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,SIS SECURITY LTD,348589,"£53,112.00"
HMCS,30-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,DH FATHERS LTD,1546977,"£221,420.45"
HMCS,30-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,BASTION SECURITY INSTALLATIONS,1546675,"£56,212.80"
HMCS,30-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,VINSTRATA BUILDERS (LONDON) LTD,1548080,"£54,097.67"
HMCS,30-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,REIRSE RYAN LTD,1547771,"£61,074.48"
HMCS,30-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,MCDOWALL AIR CONDITIONING (UK) LTD,1547510,"£417,776.84"
HMCS,30-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,AXIS ELEVATORS LTD,1546650,"£74,246.10"
HMCS,30-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,DH FATHERS LTD,1546977,"£46,984.09"
HMCS,30-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,ALL SECURITY SYSTEMS LTD,1546603,"£111,668.52"
HMCS,30-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,GARSIDE & LAYCOCK LTD,1547108,"£42,896.81"
HMCS,30-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,GARSIDE & LAYCOCK LTD,1547108,"£198,448.50"
HMCS,30-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,SYKES & SON LTD,1547979,"£44,880.00"
HMCS,30-Mar-11,HZ999-North East and Yorkshire,532603-TA GBV Add CIS Labour Costs,BROADSTONE GROUP LTD,1546752,"£33,043.63"
HMCS,30-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,CARILLION PLANNED MAINTENANCE,1546816,"£36,177.04"
HMCS,30-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1547562,"£48,000.00"
HMCS,30-Mar-11,IZ999-RCJ Group,532603-TA GBV Add CIS Labour Costs,ROLFE CONTRACTING LTD,1547805,"£44,974.58"
HMCS,30-Mar-11,EZ999-Wales Region,532603-TA GBV Add CIS Labour Costs,LORNE STEWART PLC,1547446,"£57,507.24"
HMCS,30-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,MCDOWALL AIR CONDITIONING (UK) LTD,1547510,"£255,078.62"
HMCS,30-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,REIRSE RYAN LTD,1547771,"£39,801.60"
HMCS,31-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,KERSHAW MECHANICAL SERVICES LTD,1548472,"£36,155.88"
HMCS,31-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,SITEC INTERIORS LTD,1549373,"£69,518.40"
HMCS,31-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,SYKES & SON LTD,1549398,"£43,630.25"
HMCS,31-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,M W CRIPWELL LTD,1548498,"£176,776.79"
HMCS,31-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,NORLAND MANAGED SERVICES LTD,1548542,"£232,107.60"
HMCS,31-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,REIRSE RYAN LTD,1549336,"£111,710.40"
HMCS,31-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,SITEC INTERIORS LTD,1549373,"£27,738.28"
HMCS,31-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,DH FATHERS LTD,1548340,"£146,212.80"
HMCS,31-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,NORLAND MANAGED SERVICES LTD,1548542,"£39,023.86"
HMCS,04-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532604-DISC-IT Software Dev in Course of C,LOGICA UK LTD,1514880,"£89,528.96"
HMCS,04-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532604-DISC-IT Software Dev in Course of C,LOGICA UK LTD,1514880,"£26,160.00"
HMCS,16-Mar-11,AV322-CP Change Management SUPS,532604-DISC-IT Software Dev in Course of C,LOGICA UK LTD,1529140,"£57,159.60"
HMCS,16-Mar-11,AV322-CP Change Management SUPS,532604-DISC-IT Software Dev in Course of C,LOGICA UK LTD,1529140,"£42,000.00"
HMCS,18-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532604-DISC-IT Software Dev in Course of C,LOGICA UK LTD,1531802,"£53,082.00"
HMCS,18-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532604-DISC-IT Software Dev in Course of C,LOGICA UK LTD,1531802,"£70,064.40"
HMCS,23-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532604-DISC-IT Software Dev in Course of C,LOGICA UK LTD,1537703,"£53,532.83"
HMCS,25-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532604-DISC-IT Software Dev in Course of C,LOGICA UK LTD,1540268,"£77,610.46"
HMCS,25-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532604-DISC-IT Software Dev in Course of C,LOGICA UK LTD,1540268,"£119,767.14"
HMCS,25-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532604-DISC-IT Software Dev in Course of C,LOGICA UK LTD,1540268,"£114,741.02"
HMCS,25-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532604-DISC-IT Software Dev in Course of C,LOGICA UK LTD,1540268,"£64,546.80"
HMCS,31-Mar-11,AV327-CP E-Working Project,532605-DISC-IT Hardware in Course of Const,ATOS ORIGIN IT SERVICES UK LTD,1548225,"£178,696.80"
HMCS,04-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532805-IA GBV - Add - VAT Recoverable - IA AUC,LOGICA UK LTD,1514880,"£55,224.00"
HMCS,16-Mar-11,AV322-CP Change Management SUPS,532805-IA GBV - Add - VAT Recoverable - IA AUC,LOGICA UK LTD,1529140,"£68,754.00"
HMCS,16-Mar-11,AV322-CP Change Management SUPS,532805-IA GBV - Add - VAT Recoverable - IA AUC,LOGICA UK LTD,1529140,"£34,584.00"
HMCS,18-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532805-IA GBV - Add - VAT Recoverable - IA AUC,LOGICA UK LTD,1531802,"£102,055.09"
HMCS,23-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532805-IA GBV - Add - VAT Recoverable - IA AUC,LOGICA UK LTD,1537703,"£72,385.66"
HMCS,23-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532805-IA GBV - Add - VAT Recoverable - IA AUC,LOGICA UK LTD,1537703,"£307,127.42"
HMCS,23-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532805-IA GBV - Add - VAT Recoverable - IA AUC,LOGICA UK LTD,1537703,"£29,200.80"
HMCS,23-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532805-IA GBV - Add - VAT Recoverable - IA AUC,LOGICA UK LTD,1537703,"£44,481.60"
HMCS,23-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532805-IA GBV - Add - VAT Recoverable - IA AUC,LOGICA UK LTD,1537703,"£82,177.20"
HMCS,30-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532805-IA GBV - Add - VAT Recoverable - IA AUC,LOGICA UK LTD,1547442,"£44,379.19"
HMCS,31-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532805-IA GBV - Add - VAT Recoverable - IA AUC,LOGICA UK LTD,1548493,"£52,485.60"
HMCS,02-Mar-11,GZ999-North West Region,610344-Neopost Deposit,NEOPOST LTD,1512146,"£128,924.00"
HMCS,02-Mar-11,GZ999-North West Region,610344-Neopost Deposit,NEOPOST LTD,1512146,"£134,775.00"
HMCS,16-Mar-11,GZ999-North West Region,610344-Neopost Deposit,NEOPOST LTD,1529273,"£135,335.00"
HMCS,18-Mar-11,GZ999-North West Region,610344-Neopost Deposit,NEOPOST LTD,1531876,"£119,754.00"
HMCS,25-Mar-11,GZ999-North West Region,610344-Neopost Deposit,NEOPOST LTD,1540363,"£127,448.00"
HMCS,02-Mar-11,GZ999-North West Region,610430-Rent Prepayment Control Account,PHILIP J DAVIES (HOLDINGS) PLC,1512689,"£68,100.00"
HMCS,02-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,DURKAN ESTATES LTD,1511701,"£85,500.00"
HMCS,02-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,CBRE CB RICHARD ELLIS,1511561,"£45,000.00"
HMCS,02-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,CBRE CB RICHARD ELLIS,1511561,"£83,333.40"
HMCS,02-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,CBRE CB RICHARD ELLIS,1511562,"£126,533.70"
HMCS,02-Mar-11,EZ999-Wales Region,610430-Rent Prepayment Control Account,LONDON & CAPITAL PROPERTIES LTD,1512027,"£223,662.60"
HMCS,02-Mar-11,FZ999-Midlands Region,610430-Rent Prepayment Control Account,LONDON & CAPITAL PROPERTIES LTD,1512027,"£232,446.52"
HMCS,02-Mar-11,FZ999-Midlands Region,610430-Rent Prepayment Control Account,EDDISONS,1511709,"£72,500.00"
HMCS,02-Mar-11,FZ999-Midlands Region,610430-Rent Prepayment Control Account,BOND WOLFE ASSETS LTD,1511486,"£62,514.24"
HMCS,02-Mar-11,FZ999-Midlands Region,610430-Rent Prepayment Control Account,WARWICKSHIRE COUNTY COUNCIL,1512968,"£30,000.00"
HMCS,02-Mar-11,DZ999-South West Region,610430-Rent Prepayment Control Account,MAPELEY BETA ACQUISITION CO LTD,1512048,"£56,550.00"
HMCS,02-Mar-11,FZ999-Midlands Region,610430-Rent Prepayment Control Account,EVANS EASYSPACE LTD,1511730,"£49,318.50"
HMCS,04-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,SYNERGY HUNTINGDON TRUSTEE LTD,1515201,"£367,365.22"
HMCS,04-Mar-11,HZ999-North East and Yorkshire,610430-Rent Prepayment Control Account,MPS2 LTD,1514955,"£47,190.00"
HMCS,04-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,STANDARD LIFE INVESTMENTS,1515177,"£205,747.92"
HMCS,04-Mar-11,FZ999-Midlands Region,610430-Rent Prepayment Control Account,COLLINGWOOD RIGBY,1514597,"£1,172,535.60"
HMCS,04-Mar-11,GZ999-North West Region,610430-Rent Prepayment Control Account,SAVILLS COMMERCIAL LTD,1515121,"£131,284.50"
HMCS,04-Mar-11,BZ999-London Region,610430-Rent Prepayment Control Account,EDDISONS,1514671,"£54,000.00"
HMCS,04-Mar-11,GZ999-North West Region,610430-Rent Prepayment Control Account,LONDON & CAPITAL PROPERTIES LTD,1514881,"£156,316.82"
HMCS,04-Mar-11,GZ999-North West Region,610430-Rent Prepayment Control Account,LONDON & CAPITAL PROPERTIES LTD,1514881,"£151,360.45"
HMCS,04-Mar-11,GZ999-North West Region,610430-Rent Prepayment Control Account,LAMBERT SMITH HAMPTON,1514865,"£31,146.90"
HMCS,04-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,MAYFIELD ASSET & PROPERTY MANAGEMENT,1514904,"£25,535.03"
HMCS,04-Mar-11,GZ999-North West Region,610430-Rent Prepayment Control Account,LONDON & CAPITAL PROPERTIES LTD,1514881,"£155,695.18"
HMCS,04-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,AYLESBURY CONSERVATIVES,1514457,"£38,750.00"
HMCS,04-Mar-11,IZ999-RCJ Group,610430-Rent Prepayment Control Account,EDDISONS,1514671,"£33,942.25"
HMCS,09-Mar-11,HZ999-North East and Yorkshire,610430-Rent Prepayment Control Account,SANDERSON WEATHERALL,1521504,"£35,617.28"
HMCS,09-Mar-11,DZ999-South West Region,610430-Rent Prepayment Control Account,STANDARD LIFE INVESTMENTS,1521578,"£256,722.86"
HMCS,09-Mar-11,EZ999-Wales Region,610430-Rent Prepayment Control Account,LAMBERT SMITH HAMPTON,1520289,"£26,520.00"
HMCS,09-Mar-11,DZ999-South West Region,610430-Rent Prepayment Control Account,THE EXILARCH'S FOUNDATION,1521616,"£150,000.00"
HMCS,09-Mar-11,GZ999-North West Region,610430-Rent Prepayment Control Account,HURSTWOOD PROPERTIES (R) LTD,1520218,"£32,164.13"
HMCS,09-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,ALLIANZ MANAGEMENT SERVICES,1519738,"£34,240.50"
HMCS,09-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,SUFFOLKLIFE,1521595,"£32,593.00"
HMCS,09-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,GDPP,1520105,"£70,950.00"
HMCS,09-Mar-11,DZ999-South West Region,610430-Rent Prepayment Control Account,SCOTTISH WIDOWS PLC,1521514,"£633,750.00"
HMCS,09-Mar-11,FZ999-Midlands Region,610430-Rent Prepayment Control Account,PRICEWATERHOUSE COOPERS LLP,1521427,"£149,745.90"
HMCS,09-Mar-11,FZ999-Midlands Region,610430-Rent Prepayment Control Account,PRICEWATERHOUSE COOPERS LLP,1521427,"£139,596.90"
HMCS,09-Mar-11,FZ999-Midlands Region,610430-Rent Prepayment Control Account,PRICEWATERHOUSE COOPERS LLP,1521427,"£149,745.90"
HMCS,09-Mar-11,FZ999-Midlands Region,610430-Rent Prepayment Control Account,HOWELL BROOKS,1520211,"£126,690.90"
HMCS,09-Mar-11,HZ999-North East and Yorkshire,610430-Rent Prepayment Control Account,MORDEN COLLEGE,1520425,"£57,450.00"
HMCS,09-Mar-11,DZ999-South West Region,610430-Rent Prepayment Control Account,MAYBROOK PROPERTIES LTD,1520381,"£60,945.01"
HMCS,09-Mar-11,DZ999-South West Region,610430-Rent Prepayment Control Account,RATCLIFFES,1521443,"£93,136.50"
HMCS,09-Mar-11,BZ999-London Region,610430-Rent Prepayment Control Account,JOHN & SANDRA JOSEPH,1520240,"£130,230.00"
HMCS,09-Mar-11,HZ999-North East and Yorkshire,610430-Rent Prepayment Control Account,M J MAPP LTD,1520342,"£104,104.66"
HMCS,09-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,ABERDEEN PROPERTY INVESTORS,1519726,"£57,206.70"
HMCS,11-Mar-11,BZ999-London Region,610430-Rent Prepayment Control Account,CBRE CB RICHARD ELLIS,1523216,"£33,450.00"
HMCS,11-Mar-11,EZ999-Wales Region,610430-Rent Prepayment Control Account,NB REAL ESTATE,1523580,"£32,276.94"
HMCS,11-Mar-11,EZ999-Wales Region,610430-Rent Prepayment Control Account,NB REAL ESTATE,1523580,"£32,276.94"
HMCS,11-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,GOOD HARVEST GROUP LTD,335785,"£49,296.00"
HMCS,11-Mar-11,IZ999-RCJ Group,610430-Rent Prepayment Control Account,BERKLEY ESTATES LONDON LTD,1523146,"£1,084,675.75"
HMCS,11-Mar-11,HZ999-North East and Yorkshire,610430-Rent Prepayment Control Account,GVA GRIMLEY LTD,1523379,"£72,440.70"
HMCS,11-Mar-11,DZ999-South West Region,610430-Rent Prepayment Control Account,KING STURGE LLP,1523480,"£40,916.10"
HMCS,11-Mar-11,GZ999-North West Region,610430-Rent Prepayment Control Account,LONDON & CAPITAL PROPERTIES LTD,1523515,"£116,059.58"
HMCS,16-Mar-11,IZ999-RCJ Group,610430-Rent Prepayment Control Account,CLSH MANAGEMENT LIMITED,1528668,"£112,582.54"
HMCS,16-Mar-11,DZ999-South West Region,610430-Rent Prepayment Control Account,SWANSTON HOLDINGS,1529575,"£31,800.00"
HMCS,16-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,CP & CJ BROWN,1528709,"£37,500.00"
HMCS,16-Mar-11,BZ999-London Region,610430-Rent Prepayment Control Account,GREAT CAPITAL PARTNERSHIP (GP) LTD,1528923,"£334,500.00"
HMCS,16-Mar-11,FZ999-Midlands Region,610430-Rent Prepayment Control Account,SHROPSHIRE COUNCIL- SHREWSBURY,1529505,"£80,750.00"
HMCS,16-Mar-11,BZ999-London Region,610430-Rent Prepayment Control Account,GREAT CAPITAL PARTNERSHIP (GP) LTD,1528923,"£202,500.00"
HMCS,16-Mar-11,GZ999-North West Region,610430-Rent Prepayment Control Account,WORKMAN,1529723,"£91,657.50"
HMCS,16-Mar-11,DZ999-South West Region,610430-Rent Prepayment Control Account,LONDONDERRY ADMINISTRATIVE SERVICES,1529144,"£37,125.00"
HMCS,18-Mar-11,BZ999-London Region,610430-Rent Prepayment Control Account,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1531949,"£1,366,102.34"
HMCS,18-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,HERTFORDSHIRE CONSTABULARY,1531720,"£55,695.37"
HMCS,18-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,MERCHANT PLACE PROPERTY PARTNERSHIP 36,1531842,"£270,731.70"
HMCS,18-Mar-11,EZ999-Wales Region,610430-Rent Prepayment Control Account,SCOTTS PROPERTY LLP,1531990,"£40,500.00"
HMCS,18-Mar-11,HZ999-North East and Yorkshire,610430-Rent Prepayment Control Account,GVA GRIMLEY LTD,1531691,"£56,145.55"
HMCS,23-Mar-11,BZ999-London Region,610430-Rent Prepayment Control Account,JAMES ANDREW RSW,1537608,"£253,360.20"
HMCS,23-Mar-11,DZ999-South West Region,610430-Rent Prepayment Control Account,GVA GRIMLEY LTD,1537510,"£30,576.60"
HMCS,24-Mar-11,EZ999-Wales Region,610430-Rent Prepayment Control Account,DERYN PROPERTIES (INVESTMENTS) LLP,6323,"£85,404.21"
HMCS,25-Mar-11,BZ999-London Region,610430-Rent Prepayment Control Account,B&HS MANAGEMENT LTD,1539815,"£275,891.40"
HMCS,25-Mar-11,EZ999-Wales Region,610430-Rent Prepayment Control Account,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1540442,"£33,072.00"
HMCS,25-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,I ELLINSON & CO,347309,"£42,347.05"
HMCS,25-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,DTZ DEBENHAM TIE LEUNG,1540022,"£29,102.00"
HMCS,25-Mar-11,GZ999-North West Region,610430-Rent Prepayment Control Account,OAKLAWN,1540376,"£32,182.65"
HMCS,29-Mar-11,BZ999-London Region,610430-Rent Prepayment Control Account,CBRE CB RICHARD ELLIS,1542177,"£42,085.53"
HMCS,02-Mar-11,DZ999-South West Region,610440-Service Chg Prepay Control Account,LAMBERT SMITH HAMPTON,1511988,"£30,629.10"
HMCS,02-Mar-11,GZ999-North West Region,610440-Service Chg Prepay Control Account,CBRE CB RICHARD ELLIS,1511562,"£29,343.00"
HMCS,02-Mar-11,GZ999-North West Region,610440-Service Chg Prepay Control Account,CBRE CB RICHARD ELLIS,1511562,"£29,775.00"
HMCS,02-Mar-11,GZ999-North West Region,610440-Service Chg Prepay Control Account,CBRE CB RICHARD ELLIS,1511562,"£29,823.00"
HMCS,02-Mar-11,GZ999-North West Region,610440-Service Chg Prepay Control Account,SMITH & SONS,1512840,"£26,516.70"
HMCS,02-Mar-11,EZ999-Wales Region,610440-Service Chg Prepay Control Account,LONDON & CAPITAL PROPERTIES LTD,1512027,"£32,898.87"
HMCS,04-Mar-11,CZ999-South East Region,610440-Service Chg Prepay Control Account,KING STURGE LLP,1514852,"£48,282.60"
HMCS,04-Mar-11,HZ999-North East and Yorkshire,610440-Service Chg Prepay Control Account,BNP PARIBAS REAL ESTATE,1514510,"£41,011.34"
HMCS,16-Mar-11,BZ999-London Region,610440-Service Chg Prepay Control Account,CITY OF LONDON,1528658,"£1,054,000.00"
HMCS,16-Mar-11,CZ999-South East Region,610440-Service Chg Prepay Control Account,GVA GRIMLEY LTD,1528949,"£29,634.11"
HMCS,16-Mar-11,EZ999-Wales Region,610440-Service Chg Prepay Control Account,CNC PROPERTY MANAGEMENT LTD,1528670,"£82,025.08"
HMCS,23-Mar-11,EZ999-Wales Region,610440-Service Chg Prepay Control Account,NEWPORT CITY COUNCIL,1537838,"£32,419.64"
HMCS,16-Mar-11,AG999-Estates Directorate HMCS HQ,610450-Rates Prepayment Control Account,GVA GRIMLEY LTD,1528948,"£39,636.71"
HMCS,16-Mar-11,BZ999-London Region,610450-Rates Prepayment Control Account,GVA GRIMLEY LTD,1528948,"£241,260.20"
HMCS,18-Mar-11,WW000-Balance Sheet,710111-Taxation - Income Tax - Main Payroll NG1,HMRC,1058,"£3,658,645.80"
HMCS,18-Mar-11,WW000-Balance Sheet,710112-Taxation - Income Tax - Local Fees,HMRC,1065,"£579,526.81"
HMCS,18-Mar-11,WW000-Balance Sheet,710114-Income Tax -  Main Payroll - Ng 2,HMRC,1063,"£2,947,004.35"
HMCS,18-Mar-11,WW000-Balance Sheet,710122-National Insurance - Local Fees,HMRC,1064,"£394,511.78"
HMCS,18-Mar-11,WW000-Balance Sheet,710123-National Insurance -Main Payroll Ng 2,HMRC,1062,"£2,498,358.97"
HMCS,18-Mar-11,WW000-Balance Sheet,710124-National Insurance - Statutory Recoveries Ng 1,HMRC,1059,"£2,643,053.31"
HMCS,02-Mar-11,IZ999-RCJ Group,710801-Bankruptcy/Company Deposits,THE OFFICIAL RECEIVER,324737,"£108,750.00"
HMCS,16-Mar-11,IZ999-RCJ Group,710801-Bankruptcy/Company Deposits,THE OFFICIAL RECEIVER,336816,"£132,750.00"
HMCS,16-Mar-11,IZ999-RCJ Group,710801-Bankruptcy/Company Deposits,THE OFFICIAL RECEIVER,336817,"£178,000.00"
HMCS,03-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,326239,"£43,473.44"
HMCS,03-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,327396,"£27,682.10"
HMCS,03-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,328163,"£27,863.54"
HMCS,10-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,332851,"£30,259.16"
HMCS,10-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,335573,"£35,150.31"
HMCS,10-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,333229,"£48,759.45"
HMCS,10-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,334593,"£33,822.26"
HMCS,17-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,338175,"£32,989.70"
HMCS,24-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,347006,"£31,588.15"
HMCS,24-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,344960,"£46,825.63"
HMCS,24-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,346150,"£33,561.18"
HMCS,31-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,351306,"£29,175.22"
HMCS,31-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,350179,"£43,857.41"
HMCS,31-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,352100,"£27,998.88"
HMCS,31-Mar-11,WW000-Balance Sheet,611012-Invoice Overpayments,PEMBROKESHIRE COUNTY COUNCIL,1549486,"£28,765.88"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,212604-Contract Staff - Other,METHODS CONSULTING,1043165,"£25,452.00"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,212605-Agency Staff - Professional & Other,TAC TPS LTD T/A ADVANTAGE TECHNICAL RESOURCING,1043663,"£32,625.00"
MoJ HQ,14-Mar-11,PZ501-MoJ ICT Feeder,212605-Agency Staff - Professional & Other,CAPGEMINI UK PLC,1043803,"£26,400.00"
MoJ HQ,21-Mar-11,NZ406-Strategic Estates Feeder,212605-Agency Staff - Professional & Other,CONCERTO CONSULTING,1044513,"£27,030.00"
MoJ HQ,03-Mar-11,NZ406-Strategic Estates Feeder,221112-Property Rents - Passing Rent,HMRC,1042851,"£35,570.06"
MoJ HQ,07-Mar-11,NZ406-Strategic Estates Feeder,221112-Property Rents - Passing Rent,YORKE PROPERTY MANAGEMENT LTD,1043272,"£613,106.32"
MoJ HQ,17-Mar-11,NZ406-Strategic Estates Feeder,221112-Property Rents - Passing Rent,GVA GRIMLEY LTD,1044228,"£37,257.30"
MoJ HQ,24-Mar-11,NZ406-Strategic Estates Feeder,221112-Property Rents - Passing Rent,BROOKS PROPERTIES,1044942,"£573,600.00"
MoJ HQ,24-Mar-11,NZ406-Strategic Estates Feeder,221112-Property Rents - Passing Rent,CBRE CB RICHARD ELLIS,1044957,"£146,506.13"
MoJ HQ,24-Mar-11,NZ406-Strategic Estates Feeder,221112-Property Rents - Passing Rent,APIA ASSET MANAGEMENT LTD,1044911,"£39,300.00"
MoJ HQ,24-Mar-11,NZ406-Strategic Estates Feeder,221112-Property Rents - Passing Rent,GVA GRIMLEY LTD,1045025,"£191,161.25"
MoJ HQ,25-Mar-11,NZ406-Strategic Estates Feeder,221112-Property Rents - Passing Rent,LAND SECURITIES PROPERTIES LTD,6290,"£3,252,798.50"
MoJ HQ,28-Mar-11,NZ406-Strategic Estates Feeder,221112-Property Rents - Passing Rent,BNP PARIBAS REAL ESTATE,1045321,"£61,470.00"
MoJ HQ,10-Mar-11,NZ406-Strategic Estates Feeder,221410-Official Cars - Hire Charges,ARVAL UK LTD,1043403,"£33,823.86"
MoJ HQ,17-Mar-11,NZ406-Strategic Estates Feeder,221410-Official Cars - Hire Charges,ARVAL UK LTD,1044140,"£49,265.61"
MoJ HQ,03-Mar-11,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",222114-Service Charges,BRUNTWOOD ESTATES ALPHA PORTFOLIO LTD,1042767,"£27,698.34"
MoJ HQ,17-Mar-11,NZ406-Strategic Estates Feeder,222131-Building Improvement Works,DTZ DEBENHAM TIE LEUNG,1044198,"£37,800.00"
MoJ HQ,07-Mar-11,NZ406-Strategic Estates Feeder,222142-Utility - Electricity,EDF ENERGY LTD,1043090,"£52,630.86"
