ENTITY,DATE,EXPENSE AREA ,EXPENSE TYPE,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
MoJ HQ,07-Mar-11,RC999-Criminal Justice Group - OMS,244004-Miscellaneous Grants,METROPOLITAN POLICE AUTHORITY,1043166,"£41,445.36"
MoJ HQ,07-Mar-11,RB999-JPG - CJRD,244004-Miscellaneous Grants,LANCASHIRE POLICE AUTHORITY,1043143,"£31,500.00"
MoJ HQ,07-Mar-11,KY500-Access to Justice Procurement,244004-Miscellaneous Grants,MONEY ADVICE TRUST,1043170,"£187,500.00"
MoJ HQ,14-Mar-11,KY500-Access to Justice Procurement,244004-Miscellaneous Grants,MONEY ADVICE TRUST,1043906,"£187,500.00"
MoJ HQ,17-Mar-11,RC999-Criminal Justice Group - OMS,244004-Miscellaneous Grants,MANCHESTER CITY COUNCIL,1044279,"£117,420.00"
MoJ HQ,21-Mar-11,RB999-JPG - CJRD,244004-Miscellaneous Grants,NORTHUMBRIA POLICE AUTHORITY,1044595,"£50,000.00"
MoJ HQ,24-Mar-11,RC999-Criminal Justice Group - OMS,244004-Miscellaneous Grants,DEPARTMENT FOR WORK & PENSIONS (DWP),1044984,"£30,000.00"
MoJ HQ,24-Mar-11,RB999-JPG - CJRD,244004-Miscellaneous Grants,RESTORATIVE JUSTICE CONSORTIUM,1045149,"£75,000.00"
MoJ HQ,02-Mar-11,KY300-Legal Services Strategy,244016-GIA to Office for Legal Complaints,OFFICE FOR LEGAL COMPLAINTS,1042734,"£2,000,000.00"
MoJ HQ,07-Mar-11,RC999-Criminal Justice Group - OMS,244231-YJB Grants for YOTS,YOUTH JUSTICE BOARD FOR ENGLAND & WALES,6282,"£61,331,000.00"
MoJ HQ,04-Mar-11,KY300-Legal Services Strategy,311101-Community Legal Services Fund,LEGAL SERVICES COMMISSION,6278,"£76,800,000.00"
MoJ HQ,10-Mar-11,KY300-Legal Services Strategy,311101-Community Legal Services Fund,LEGAL SERVICES COMMISSION,6284,"£17,700,000.00"
MoJ HQ,17-Mar-11,KY300-Legal Services Strategy,311101-Community Legal Services Fund,LEGAL SERVICES COMMISSION,6288,"£21,300,000.00"
MoJ HQ,24-Mar-11,KY300-Legal Services Strategy,311101-Community Legal Services Fund,LEGAL SERVICES COMMISSION,6289,"£24,300,000.00"
MoJ HQ,31-Mar-11,KY300-Legal Services Strategy,311101-Community Legal Services Fund,LEGAL SERVICES COMMISSION,6296,"£22,200,000.00"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,532301-TA GBV - Add- IT- Computers,ATOS ORIGIN IT SERVICES UK LTD,1045574,"£278,891.56"
MoJ HQ,28-Mar-11,NZ406-Strategic Estates Feeder,532302-TA GBV - Add- IT- Telecommunication Equipment,HEWLETT PACKARD LTD,1045398,"£36,421.32"
MoJ HQ,28-Mar-11,NZ406-Strategic Estates Feeder,532302-TA GBV - Add- IT- Telecommunication Equipment,HEWLETT PACKARD LTD,1045398,"£62,678.77"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,532601-TA GBV - Add- Assets In Course of Construction,FUJITSU SERVICES LTD,1042829,"£83,819.25"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,532601-TA GBV - Add- Assets In Course of Construction,CABLE & WIRELESS,1045336,"£390,153.78"
MoJ HQ,21-Mar-11,PZ501-MoJ ICT Feeder,532605-DISC-IT Hardware in Course of Const,FUJITSU SERVICES LTD,1044531,"£173,774.58"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,532605-DISC-IT Hardware in Course of Const,FUJITSU SERVICES LTD,1045673,"£181,329.99"
MoJ HQ,18-Mar-11,WW000-Balance Sheet,710111-Taxation - Income Tax - Main Payroll NG1,HMRC,1070,"£1,988,210.90"
MoJ HQ,18-Mar-11,WW000-Balance Sheet,710112-Taxation - Income Tax - Local Fees,HMRC,1077,"£85,325.39"
MoJ HQ,18-Mar-11,WW000-Balance Sheet,710122-National Insurance - Local Fees,HMRC,1076,"£55,836.36"
MoJ HQ,18-Mar-11,WW000-Balance Sheet,710124-National Insurance - Statutory Recoveries Ng 1,HMRC,1071,"£1,537,005.00"
MoJ HQ,07-Mar-11,QY100-GPC Management - MoJ,710218-Barclaycard Payment Control,COMPANY BARCLAYCARD CORPORATE,6279,"£312,360.72"
MoJ HQ,11-Mar-11,QY100-GPC Management - MoJ,710218-Barclaycard Payment Control,HM PRISON SERVICE,1067,"£910,327.49"
MoJ HQ,30-Mar-11,QY100-GPC Management - MoJ,710218-Barclaycard Payment Control,COMPANY BARCLAYCARD CORPORATE,6293,"£106,786.53"
MoJ HQ,17-Mar-11,WW000-Balance Sheet,710621-Payable to CF - CFERS - Surrenders,HM TREASURY - CFER PAYOVER,1068,"£405,099.46"
MoJ HQ,17-Mar-11,WW000-Balance Sheet,710621-Payable to CF - CFERS - Surrenders,HM TREASURY - CFER PAYOVER,1069,"£11,363,720.36"
MoJ HQ,31-Mar-11,WW000-Balance Sheet,710641-Payable to CF - Excess Approptns in Aid,HM TREASURY - CFER PAYOVER,1080,"£4,361,000.00"
MoJ HQ,18-Mar-11,WW000-Balance Sheet,811056-Receivables MoJHQ From OPG,HMRC,1074,"£130,947.18"
MoJ HQ,18-Mar-11,WW000-Balance Sheet,811056-Receivables MoJHQ From OPG,HMRC,1075,"£120,143.86"
Tribunals,15-Mar-11,TR130-Finance & Resources,211322-Judicial Superannuation Lower,JUDICIAL PENSIONS SCHEME,1034,"£1,326,626.94"
Tribunals,04-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,NB REAL ESTATE,1069909,"£588,367.20"
Tribunals,04-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,STANDARD LIFE INVESTMENTS,1070136,"£36,937.50"
Tribunals,04-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,STANDARD LIFE INVESTMENTS,1070135,"£38,550.00"
Tribunals,04-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,STANDARD LIFE INVESTMENTS,19287,"£42,600.00"
Tribunals,04-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,DERWENT LONDON PLC T/A DERWENT LONDON PROPERTY MANAGEMENT,1069805,"£339,621.76"
Tribunals,04-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,DERWENT LONDON PLC T/A DERWENT LONDON PROPERTY MANAGEMENT,1069805,"£104,750.00"
Tribunals,04-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,CBRE CB RICHARD ELLIS,1069786,"£34,431.76"
Tribunals,04-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,JONES LANG LASALLE LTD,1069860,"£121,018.80"
Tribunals,04-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,JONES LANG LASALLE LTD,1069860,"£179,775.30"
Tribunals,04-Mar-11,TR140-Finance & Resources (Estates),221112-Property Rents - Passing Rent,MAPELEY STEPS CONTRACTOR LTD,1069886,"£74,379.01"
Tribunals,04-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,EDDISONS,1069814,"£135,660.30"
Tribunals,04-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,CBRE CB RICHARD ELLIS,1069786,"£34,431.76"
Tribunals,04-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,SANDERSON WEATHERALL,1070116,"£84,450.00"
Tribunals,08-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,SAVILLS COMMERCIAL LTD,1070660,"£54,744.00"
Tribunals,08-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,LAND SECURITIES PROPERTIES LTD,1070520,"£95,177.77"
Tribunals,08-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,CITY OF LONDON,1070451,"£187,500.00"
Tribunals,11-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,ASHWELL ROGERS LLP,1070982,"£278,250.00"
Tribunals,11-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,HELIX PROPERTIES,1071076,"£35,920.80"
Tribunals,11-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,CBRE CB RICHARD ELLIS,1071011,"£73,263.90"
Tribunals,15-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1072410,"£111,600.00"
Tribunals,15-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1072410,"£192,150.00"
Tribunals,15-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,PHOENIX BEARD,1072390,"£218,939.26"
Tribunals,15-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,MONTAGU EVANS,1072291,"£85,625.00"
Tribunals,15-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,BRUNTWOOD ESTATES ALPHA PORTFOLIO LTD,1071873,"£237,507.08"
Tribunals,18-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,ABERDEEN PROPERTY INVESTORS,1073029,"£92,911.50"
Tribunals,18-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,SOCA (SERIOUS ORGANISED CRIME AGENCY),1073391,"£51,695.05"
Tribunals,22-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,ROSEMOUNT POCOCK STREET LLP,1073812,"£71,656.80"
Tribunals,22-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,COLLIER & MADGE PLC,1073571,"£172,350.00"
Tribunals,22-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,GENERAL PHYSICS (UK) LTD,1073597,"£66,094.20"
Tribunals,25-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,FERNEX LTD,1074191,"£165,150.00"
Tribunals,25-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,GVA GRIMLEY LTD,1074209,"£32,391.32"
Tribunals,25-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,GE REAL ESTATE,1074197,"£138,983.70"
Tribunals,08-Mar-11,TR200-Regional South,222114-Service Charges,SANDERSON WEATHERALL,1070658,"£29,377.88"
Tribunals,11-Mar-11,TR190-Regional North,222114-Service Charges,LAND SECURITIES PROPERTIES LTD,1071098,"£26,395.93"
Tribunals,15-Mar-11,TR200-Regional South,222114-Service Charges,PHOENIX BEARD,1072391,"£85,928.40"
Tribunals,15-Mar-11,TR200-Regional South,222114-Service Charges,NB REAL ESTATE,1072339,"£63,132.85"
Tribunals,22-Mar-11,TR190-Regional North,222114-Service Charges,MARDAN NORWICH LTD,19627,"£144,000.00"
Tribunals,29-Mar-11,TR190-Regional North,222114-Service Charges,OPTIC ASSET MANAGEMENT LTD,1074850,"£68,037.60"
Tribunals,31-Mar-11,TR190-Regional North,222114-Service Charges,CUSHMAN & WAKEFIELD,1075059,"£29,795.10"
Tribunals,31-Mar-11,TR190-Regional North,222114-Service Charges,CBRE CB RICHARD ELLIS,1075364,"£28,120.34"
Tribunals,15-Mar-11,TR120-Corporate,222151-Security,MITIE SECURITY LTD,1072278,"£33,991.03"
Tribunals,15-Mar-11,TR120-Corporate,222151-Security,MITIE SECURITY LTD,1072278,"£170,192.96"
Tribunals,04-Mar-11,TR120-Corporate,222152-Cleaning (excl Waste Collctn),MACLELLAN INTERNATIONAL LTD,1069883,"£30,122.63"
Tribunals,22-Mar-11,TR120-Corporate,222152-Cleaning (excl Waste Collctn),REGENT OFFICE CARE LTD,1073809,"£27,278.63"
Tribunals,11-Mar-11,TR140-Finance & Resources (Estates),222171-TS PRIME FUP Costs,DEPARTMENT FOR WORK & PENSIONS (DWP),1071029,"£916,945.76"
Tribunals,25-Mar-11,TB140-Change Programme,222182-Mechanical & Electrical,ATOS ORIGIN IT SERVICES UK LTD,1074133,"£88,312.80"
Tribunals,15-Mar-11,TR200-Regional South,222185-Estate Surveying,GVA GRIMLEY LTD,1072027,"£43,660.75"
Tribunals,22-Mar-11,TR200-Regional South,222192-CIS Labour Mechanical & Electric,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1073651,"£148,487.02"
Tribunals,25-Mar-11,TR200-Regional South,222192-CIS Labour Mechanical & Electric,VISION HAMPSHIRE LTD,1074482,"£82,399.20"
Tribunals,25-Mar-11,TR200-Regional South,222192-CIS Labour Mechanical & Electric,VISION HAMPSHIRE LTD,1074482,"£70,890.60"
Tribunals,25-Mar-11,TR200-Regional South,222192-CIS Labour Mechanical & Electric,POWERPERFECTOR PLC,1074429,"£26,698.80"
Tribunals,29-Mar-11,TR190-Regional North,222192-CIS Labour Mechanical & Electric,ANSA ELEVATORS LTD,1074623,"£48,425.04"
Tribunals,31-Mar-11,TR200-Regional South,222192-CIS Labour Mechanical & Electric,ISLWYN PUGH CONSTRUCTION LTD,1075083,"£90,000.00"
Tribunals,01-Mar-11,TR120-Corporate,223513-Design/Print/Reprographic Services,XEROX (UK) LTD,1069653,"£66,531.38"
Tribunals,11-Mar-11,TR120-Corporate,223513-Design/Print/Reprographic Services,XEROX (UK) LTD,1071424,"£51,080.20"
Tribunals,18-Mar-11,TR120-Corporate,223513-Design/Print/Reprographic Services,HM PRISON SERVICE,1073135,"£46,425.18"
Tribunals,29-Mar-11,TR120-Corporate,223513-Design/Print/Reprographic Services,HM PRISON SERVICE,1074686,"£31,086.06"
Tribunals,15-Mar-11,TR120-Corporate,223515-Postage & Distribution - Royal Mail,ROYAL MAIL GROUP PLC,1072445,"£183,662.81"
Tribunals,08-Mar-11,TB140-Change Programme,223536-IT Services incl Web Hosting,DELL TECHNOLOGY & SOLUTIONS LTD,1070464,"£89,871.30"
Tribunals,08-Mar-11,TB140-Change Programme,223536-IT Services incl Web Hosting,DELL TECHNOLOGY & SOLUTIONS LTD,1070464,"£75,902.67"
Tribunals,18-Mar-11,TB140-Change Programme,223536-IT Services incl Web Hosting,DELL TECHNOLOGY & SOLUTIONS LTD,1073093,"£554,000.00"
Tribunals,04-Mar-11,TR160-Operational Support,223540-Events & Conferences,CALDER CONFERENCES LTD,1069783,"£36,135.00"
Tribunals,11-Mar-11,TR160-Operational Support,223540-Events & Conferences,CALDER CONFERENCES LTD,1071005,"£30,704.98"
Tribunals,08-Mar-11,TB140-Change Programme,532603-TA GBV Add CIS Labour Costs,REIRSE RYAN LTD,19354,"£86,166.00"
Tribunals,08-Mar-11,TB140-Change Programme,532603-TA GBV Add CIS Labour Costs,REIRSE RYAN LTD,19354,"£127,539.49"
Tribunals,31-Mar-11,TB140-Change Programme,532603-TA GBV Add CIS Labour Costs,REIRSE RYAN LTD,19899,"£89,450.50"
Tribunals,18-Mar-11,WW000-Balance Sheet,710111-Taxation - Income Tax - Main Payroll NG1,HMRC,1035,"£2,106,163.55"
Tribunals,18-Mar-11,WW000-Balance Sheet,710112-Taxation - Income Tax - Local Fees,HMRC,1038,"£329,505.58"
Tribunals,18-Mar-11,WW000-Balance Sheet,710112-Taxation - Income Tax - Local Fees,HMRC,1040,"£1,463,142.37"
Tribunals,18-Mar-11,WW000-Balance Sheet,710122-National Insurance - Local Fees,HMRC,1037,"£198,108.62"
Tribunals,18-Mar-11,WW000-Balance Sheet,710122-National Insurance - Local Fees,HMRC,1039,"£775,036.42"
Tribunals,18-Mar-11,WW000-Balance Sheet,710124-National Insurance - Statutory Recoveries Ng 1,HMRC,1036,"£1,306,271.62"
MoJ HQ,25-Mar-11,NZ406-Strategic Estates Feeder,221112-Property Rents - Passing Rent,DTZ DEBENHAM TIE LEUNG#530654,6291,"£933,411.78"
MoJ HQ,31-Mar-11,NZ406-Strategic Estates Feeder,222118-Other Occupancy Costs,HOME OFFICE#ND22011221,6299,"£7,750,000.00"
MoJ HQ,31-Mar-11,NZ406-Strategic Estates Feeder,222118-Other Occupancy Costs,HOME OFFICE#10998051099804,6297,"£2,346,000.00"
MoJ HQ,21-Mar-11,RB999-JPG - CJRD,244004-Miscellaneous Grants,THE SURVIVORS TRUST#RB31110127,1044603,"£187,393.00"
MoJ HQ,21-Mar-11,RB999-JPG - CJRD,244004-Miscellaneous Grants,EAVES HOUSING FOR WOMEN#RB31110128,1044604,"£452,362.00"
MoJ HQ,23-Mar-11,RB999-JPG - CJRD,244004-Miscellaneous Grants,RAPE CRISIS (ENGLAND & WALES)#RB31110129,1044881,"£401,500.00"
HMCS,25-Mar-11,CZ999-South East Region,221112-Property Rents - Passing Rent,BEACHCROFT LLP#CA10810145,1540384,"£142,500.00"
HMCS,07-Mar-11,CZ999-South East Region,222117-Dilapidations,BARNFORD INDUSTRIES LTD#CA10810142,1515751,"£71,722.50"
HMCS,15-Mar-11,IZ999-RCJ Group,226306-Defence Costs Solicitor,MURRIA SOLICITORS#GB37170706,336132,"£62,732.79"
HMCS,23-Mar-11,AU999-National Taxing Teams,226306-Defence Costs Solicitor,B2 FROM BEACHCROFT#RM4641252676,343257,"£25,509.26"
HMCS,18-Mar-11,IZ999-RCJ Group,311203-Solicitors Appeals - Non Specified,WILLIAM BACHE & CO SOLICITORS#200706546-D5,340105,"£61,664.59"
HMCS,29-Mar-11,EZ999-Wales Region,532101-TA GBV- Add- L&B (exc dwlg)- FH Land,BEACHCROFT#AJ10100533,6326,"£1,380,970.00"
HMCS,25-Mar-11,BZ999-London Region,532401-TA GBV - Add- P&M- Equipment,THAMES WATER UTILITIES LTD#BA10800426,347329,"£34,428.31"
HMCS,31-Mar-11,FZ999-Midlands Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,MASSHOUSE DEVELOPMENTS LTD#AJ10111840,352151,"£26,382.76"
HMCS,24-Mar-11,EZ999-Wales Region,610430-Rent Prepayment Control Account,BEACHCROFT#AJ10100532,6324,"£31,051.97"
HMCS,30-Mar-11,AR999-HMCS Central Budgets,734600-Prov Utilised InYr - MCC Pension,CABINET OFFICE CIVIL SUPERANNUATION#AE10410073,1068,"£1,000,000.00"
HMCS,31-Mar-11,AR999-HMCS Central Budgets,734600-Prov Utilised InYr - MCC Pension,EAST SUSSEX PENSION FUND#AE10410077,1549494,"£900,000.00"
HMCS,31-Mar-11,AR999-HMCS Central Budgets,734600-Prov Utilised InYr - MCC Pension,CHESHIRE PENSION FUND#AE10410076,1549493,"£300,000.00"
HMCS,31-Mar-11,AR999-HMCS Central Budgets,734600-Prov Utilised InYr - MCC Pension,LINCOLNSHIRE PENSION FUND#AE10410078,1549495,"£400,000.00"
HMCS,31-Mar-11,AR999-HMCS Central Budgets,734600-Prov Utilised InYr - MCC Pension,NOROLK PENSION FUND#AE10410075,1549492,"£1,400,000.00"
HMCS,31-Mar-11,AR999-HMCS Central Budgets,734600-Prov Utilised InYr - MCC Pension,BEDFORDSHIRE PENSION FUND#AE10410079,1549496,"£600,000.00"
HMCS,31-Mar-11,AR999-HMCS Central Budgets,734600-Prov Utilised InYr - MCC Pension,CAMBRIDGESHIRE PENSION FUND#AE10410074,1549491,"£600,000.00"
