F1,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F2,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F3,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F4,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F5,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F6,F60,F61,F62,F63,F64,F7,F8,F9
0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,2,19,5,8,2,0,5,2,3
0,1,0,1,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,2,0,1,2,1,1,1,0,1,3,0,2,0,0,1,0,0,4,1,1,1,0,0,0,0,0,1,1,0,1,0,0,2,0,0,35,1,18,1,0,0,0,0
0,4,1,1,0,2,1,0,3,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,3,0,2,1,0,0,1,1,0,3,1,4,0,0,0,0,0,0,0,2,0,0,1,0,5,1,0,49,2,27,0,1,0,0,0
0,1,1,0,1,0,1,1,3,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,3,1,0,35,1,10,0,0,0,0,0
3,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,4,2,1,44,3,24,2,2,11,2,1
0,3,3,2,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,2,0,1,0,1,0,0,0,0,2,0,2,0,1,1,0,0,0,0,1,3,3,1,3,0,0,0,1,0,60,0,26,1,0,0,0,0
2,1,1,0,1,2,0,0,2,1,0,0,0,1,0,2,0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,2,6,0,0,1,0,1,1,0,1,0,0,0,3,0,0,0,2,2,3,0,6,2,1,62,4,27,6,3,7,2,1
1,2,0,1,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,1,3,0,1,2,0,1,0,0,0,0,0,1,3,0,0,0,0,0,1,2,0,3,1,1,0,0,5,2,0,36,7,23,0,1,0,0,0
0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,2,0,0,2,1,0,1,2,0,0,0,0,0,2,1,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,8,3,0,26,6,17,0,0,0,0,0
0,1,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,27,2,12,1,1,0,0,0
0,3,1,3,1,2,2,1,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,3,3,1,2,0,1,1,0,3,0,0,0,1,0,10,1,0,0,1,1,0,1,1,0,2,1,1,0,0,4,3,0,55,7,44,1,2,0,0,0
0,2,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,1,0,2,0,0,33,2,13,1,0,0,0,0
3,0,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,2,0,0,1,0,1,0,0,0,2,1,0,2,0,1,0,0,2,2,0,30,3,9,3,1,0,0,0
0,0,0,1,2,0,1,1,2,3,1,0,0,0,0,1,0,2,0,0,2,0,0,0,0,1,0,7,0,6,0,0,2,0,0,0,1,0,1,2,1,1,0,0,1,0,4,0,2,1,0,2,0,7,0,0,35,3,19,1,0,1,0,1
0,3,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,4,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,1,0,48,1,30,0,1,1,0,0
0,0,0,1,1,0,0,0,2,1,0,0,0,1,0,2,1,2,0,0,0,0,0,0,3,0,1,1,0,2,0,0,0,1,0,0,0,1,2,0,3,0,0,0,0,0,1,0,4,0,0,0,0,2,2,0,41,5,19,2,0,0,0,0
0,2,2,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,1,0,2,0,0,1,1,3,0,0,11,1,0,46,9,14,0,0,0,2,0
1,0,3,0,0,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,2,0,1,0,0,0,0,2,2,5,3,0,0,0,0,0,0,53,5,26,1,0,0,0,1
0,2,0,0,0,0,0,1,2,1,2,1,0,2,0,2,1,2,0,3,0,0,0,1,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,11,0,0,1,0,3,1,0,45,1,34,3,1,0,0,0
0,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,1,0,0,6,0,1,0,0,4,0,0,36,2,19,1,0,1,0,0
1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0,5,1,1,0,0,2,1,0,34,0,16,1,0,0,1,2
1,1,0,1,2,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,1,2,0,0,0,0,1,2,0,0,2,0,0,1,0,5,0,4,0,0,0,0,3,1,2,38,9,28,1,1,1,0,1
0,2,0,0,3,0,1,0,3,0,1,0,0,3,0,0,0,1,0,1,1,0,0,0,2,0,1,1,1,1,0,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,2,1,0,1,1,0,0,6,1,0,45,2,24,1,1,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2,1,0,20,1,12,4,2,7,1,6
0,1,2,2,0,0,0,1,2,1,0,0,1,2,0,1,1,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,3,4,1,36,2,15,6,2,1,3,2
1,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,4,0,0,0,1,0,0,1,0,0,0,3,0,2,0,0,3,0,38,7,24,2,1,5,4,0
0,2,0,1,1,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,4,0,0,2,4,2,0,0,1,1,0,43,4,16,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,1,2,1,40,2,21,1,3,0,0,0
0,3,1,2,3,4,2,2,2,1,1,0,1,1,0,4,0,0,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,2,0,1,0,2,1,0,0,3,0,0,58,5,32,2,2,0,0,1
0,4,0,3,2,1,0,1,1,1,1,0,0,0,0,1,0,2,0,0,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,3,0,2,1,0,1,3,2,0,0,3,0,0,55,0,30,4,2,0,1,2
1,2,0,0,1,0,1,0,4,0,1,0,0,1,0,1,0,1,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3,3,0,0,2,0,1,1,3,1,0,0,4,2,0,49,2,22,1,1,0,0,0
0,0,0,0,2,1,0,1,1,2,4,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,0,5,1,0,62,1,18,3,2,0,0,0
0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,1,0,17,0,8,2,0,0,0,0
1,0,1,0,4,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,29,6,21,0,0,1,0,0
0,1,0,0,6,0,1,0,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,1,0,0,4,2,2,0,0,1,0,2,26,0,19,0,2,1,0,1
0,1,0,0,4,1,0,1,3,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,0,1,0,0,0,2,0,2,0,2,1,0,27,1,11,3,2,0,0,0
1,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,3,6,35,1,18,1,3,3,2,4
1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,4,0,0,1,3,44,5,18,1,0,5,2,1
1,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,2,0,0,0,4,0,3,19,2,12,3,2,3,5,1
1,1,0,1,5,0,2,1,2,0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,6,0,6,1,9,18,5,11,0,0,6,1,7
0,0,1,0,1,0,0,2,1,1,0,1,0,2,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,2,40,1,14,1,0,4,5,2
0,0,0,0,3,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,4,1,0,1,1,0,48,5,14,0,2,0,0,0
0,3,1,0,3,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,1,3,0,0,3,0,0,27,5,14,5,2,1,0,1
0,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,24,2,6,1,1,0,0,0
0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,2,0,1,0,0,4,0,0,38,6,24,2,0,0,1,0
0,1,2,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,2,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,1,0,57,1,26,2,2,0,0,0
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,1,0,2,0,1,1,0,0,4,1,1,1,4,0,0,3,0,0,47,7,23,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,4,3,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,494,67,254,67,40,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,20,10,59,6,24,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,92,0,0,267,1,177,80,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,52,0,256,0,230,66,12,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,428,0,0,185,0,201,73,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,14,5,32,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,65,0,42,5,77,5,0,0,0,0
